airport_group,date,hour,feat_season,feat_sched_flights_cnt,feat_sched_concurrence
C,2025-10-14,2,autumn,0,0
D,2025-10-14,2,autumn,0,0
E,2025-10-14,2,autumn,0,0
F,2025-10-14,2,autumn,0,0
G,2025-10-14,2,autumn,1,0
A,2025-10-14,3,autumn,2,1
B,2025-10-14,3,autumn,2,1
C,2025-10-14,3,autumn,0,0
D,2025-10-14,3,autumn,0,0
E,2025-10-14,3,autumn,2,1
F,2025-10-14,3,autumn,0,0
G,2025-10-14,3,autumn,4,1
A,2025-10-14,4,autumn,6,1
B,2025-10-14,4,autumn,5,1
C,2025-10-14,4,autumn,5,1
D,2025-10-14,4,autumn,3,1
E,2025-10-14,4,autumn,2,1
F,2025-10-14,4,autumn,0,0
G,2025-10-14,4,autumn,0,0
A,2025-10-14,5,autumn,0,0
B,2025-10-14,5,autumn,0,0
C,2025-10-14,5,autumn,1,0
D,2025-10-14,5,autumn,0,0
E,2025-10-14,5,autumn,4,1
F,2025-10-14,5,autumn,4,1
G,2025-10-14,5,autumn,1,0
A,2025-10-14,6,autumn,3,1
B,2025-10-14,6,autumn,3,1
C,2025-10-14,6,autumn,1,0
D,2025-10-14,6,autumn,4,1
E,2025-10-14,6,autumn,2,0
F,2025-10-14,6,autumn,4,1
G,2025-10-14,6,autumn,6,1
A,2025-10-14,7,autumn,6,1
B,2025-10-14,7,autumn,7,1
C,2025-10-14,7,autumn,2,0
D,2025-10-14,7,autumn,6,1
E,2025-10-14,7,autumn,5,1
F,2025-10-14,7,autumn,2,0
G,2025-10-14,7,autumn,1,0
A,2025-10-14,8,autumn,2,0
B,2025-10-14,8,autumn,4,1
C,2025-10-14,8,autumn,0,0
D,2025-10-14,8,autumn,0,0
E,2025-10-14,8,autumn,0,0
F,2025-10-14,8,autumn,0,0
G,2025-10-14,8,autumn,0,0
A,2025-10-14,9,autumn,1,0
B,2025-10-14,9,autumn,1,0
C,2025-10-14,9,autumn,0,0
D,2025-10-14,9,autumn,4,1
E,2025-10-14,9,autumn,4,1
F,2025-10-14,9,autumn,0,0
G,2025-10-14,9,autumn,1,0
A,2025-10-14,10,autumn,3,0
B,2025-10-14,10,autumn,2,0
C,2025-10-14,10,autumn,0,0
D,2025-10-14,10,autumn,1,0
E,2025-10-14,10,autumn,0,0
F,2025-10-14,10,autumn,3,1
G,2025-10-14,10,autumn,2,0
A,2025-10-14,11,autumn,2,0
B,2025-10-14,11,autumn,0,0
C,2025-10-14,11,autumn,0,0
D,2025-10-14,11,autumn,0,0
E,2025-10-14,11,autumn,0,0
F,2025-10-14,11,autumn,5,0
G,2025-10-14,11,autumn,0,0
A,2025-10-14,12,autumn,1,0
B,2025-10-14,12,autumn,3,1
C,2025-10-14,12,autumn,0,0
D,2025-10-14,12,autumn,2,0
E,2025-10-14,12,autumn,1,0
F,2025-10-14,12,autumn,1,0
G,2025-10-14,12,autumn,4,1
A,2025-10-14,13,autumn,2,0
B,2025-10-14,13,autumn,4,1
C,2025-10-14,13,autumn,2,0
D,2025-10-14,13,autumn,5,1
E,2025-10-14,13,autumn,2,0
F,2025-10-14,13,autumn,0,0
G,2025-10-14,13,autumn,0,0
A,2025-10-14,14,autumn,2,0
B,2025-10-14,14,autumn,4,1
C,2025-10-14,14,autumn,1,0
D,2025-10-14,14,autumn,0,0
E,2025-10-14,14,autumn,4,1
F,2025-10-14,14,autumn,0,0
G,2025-10-14,14,autumn,0,0
A,2025-10-14,15,autumn,2,0
B,2025-10-14,15,autumn,5,1
C,2025-10-14,15,autumn,0,0
D,2025-10-14,15,autumn,3,1
E,2025-10-14,15,autumn,3,1
F,2025-10-14,15,autumn,0,0
G,2025-10-14,15,autumn,0,0
A,2025-10-14,16,autumn,5,1
B,2025-10-14,16,autumn,4,1
C,2025-10-14,16,autumn,2,0
D,2025-10-14,16,autumn,6,1
E,2025-10-14,16,autumn,3,0
F,2025-10-14,16,autumn,1,0
G,2025-10-14,16,autumn,0,0
A,2025-10-14,17,autumn,1,0
B,2025-10-14,17,autumn,2,0
C,2025-10-14,17,autumn,1,0
D,2025-10-14,17,autumn,3,1
E,2025-10-14,17,autumn,2,0
F,2025-10-14,17,autumn,2,0
G,2025-10-14,17,autumn,4,1
A,2025-10-14,18,autumn,3,0
B,2025-10-14,18,autumn,3,1
C,2025-10-14,18,autumn,2,1
D,2025-10-14,18,autumn,6,1
E,2025-10-14,18,autumn,4,1
F,2025-10-14,18,autumn,4,1
G,2025-10-14,18,autumn,3,1
A,2025-10-14,19,autumn,3,0
B,2025-10-14,19,autumn,3,0
C,2025-10-14,19,autumn,3,0
D,2025-10-14,19,autumn,0,0
E,2025-10-14,19,autumn,4,1
F,2025-10-14,19,autumn,0,0
G,2025-10-14,19,autumn,2,0
A,2025-10-14,20,autumn,3,0
B,2025-10-14,20,autumn,1,0
C,2025-10-14,20,autumn,1,0
D,2025-10-14,20,autumn,3,1
E,2025-10-14,20,autumn,0,0
F,2025-10-14,20,autumn,0,0
G,2025-10-14,20,autumn,1,0
A,2025-10-14,21,autumn,1,0
B,2025-10-14,21,autumn,1,0
C,2025-10-14,21,autumn,0,0
D,2025-10-14,21,autumn,2,1
E,2025-10-14,21,autumn,2,1
F,2025-10-14,21,autumn,0,0
G,2025-10-14,21,autumn,4,1
A,2025-10-14,22,autumn,0,0
B,2025-10-14,22,autumn,0,0
C,2025-10-14,22,autumn,0,0
D,2025-10-14,22,autumn,0,0
E,2025-10-14,22,autumn,0,0
F,2025-10-14,22,autumn,0,0
G,2025-10-14,22,autumn,1,0
A,2025-10-14,23,autumn,0,0
B,2025-10-14,23,autumn,0,0
C,2025-10-14,23,autumn,0,0
D,2025-10-14,23,autumn,0,0
E,2025-10-14,23,autumn,0,0
F,2025-10-14,23,autumn,0,0
G,2025-10-14,23,autumn,0,0
A,2025-10-15,0,autumn,0,0
B,2025-10-15,0,autumn,0,0
C,2025-10-15,0,autumn,0,0
D,2025-10-15,0,autumn,0,0
E,2025-10-15,0,autumn,0,0
F,2025-10-15,0,autumn,0,0
G,2025-10-15,0,autumn,0,0
A,2025-10-15,1,autumn,0,0
B,2025-10-15,1,autumn,0,0
C,2025-10-15,1,autumn,0,0
D,2025-10-15,1,autumn,0,0
E,2025-10-15,1,autumn,0,0
F,2025-10-15,1,autumn,0,0
G,2025-10-15,1,autumn,0,0
A,2025-10-15,2,autumn,0,0
B,2025-10-15,2,autumn,0,0
C,2025-10-15,2,autumn,0,0
D,2025-10-15,2,autumn,0,0
E,2025-10-15,2,autumn,0,0
F,2025-10-15,2,autumn,0,0
G,2025-10-15,2,autumn,1,0
A,2025-10-15,3,autumn,2,1
B,2025-10-15,3,autumn,2,1
C,2025-10-15,3,autumn,0,0
D,2025-10-15,3,autumn,0,0
E,2025-10-15,3,autumn,2,1
F,2025-10-15,3,autumn,0,0
G,2025-10-15,3,autumn,4,1
A,2025-10-15,4,autumn,6,1
B,2025-10-15,4,autumn,5,1
C,2025-10-15,4,autumn,5,1
D,2025-10-15,4,autumn,3,1
E,2025-10-15,4,autumn,2,1
F,2025-10-15,4,autumn,0,0
G,2025-10-15,4,autumn,0,0
A,2025-10-15,5,autumn,0,0
B,2025-10-15,5,autumn,0,0
C,2025-10-15,5,autumn,1,0
D,2025-10-15,5,autumn,0,0
E,2025-10-15,5,autumn,4,1
F,2025-10-15,5,autumn,4,1
G,2025-10-15,5,autumn,1,0
A,2025-10-15,6,autumn,3,1
B,2025-10-15,6,autumn,3,1
C,2025-10-15,6,autumn,1,0
D,2025-10-15,6,autumn,4,1
E,2025-10-15,6,autumn,2,0
F,2025-10-15,6,autumn,4,1
G,2025-10-15,6,autumn,6,1
A,2025-10-15,7,autumn,6,1
B,2025-10-15,7,autumn,7,1
C,2025-10-15,7,autumn,2,0
D,2025-10-15,7,autumn,6,1
E,2025-10-15,7,autumn,3,0
F,2025-10-15,7,autumn,2,0
G,2025-10-15,7,autumn,1,0
A,2025-10-15,8,autumn,2,0
B,2025-10-15,8,autumn,3,1
C,2025-10-15,8,autumn,0,0
D,2025-10-15,8,autumn,0,0
E,2025-10-15,8,autumn,0,0
F,2025-10-15,8,autumn,0,0
G,2025-10-15,8,autumn,0,0
A,2025-10-15,9,autumn,1,0
B,2025-10-15,9,autumn,1,0
C,2025-10-15,9,autumn,0,0
D,2025-10-15,9,autumn,4,1
E,2025-10-15,9,autumn,4,1
F,2025-10-15,9,autumn,0,0
G,2025-10-15,9,autumn,1,0
A,2025-10-15,10,autumn,3,0
B,2025-10-15,10,autumn,2,0
C,2025-10-15,10,autumn,0,0
D,2025-10-15,10,autumn,1,0
E,2025-10-15,10,autumn,0,0
F,2025-10-15,10,autumn,3,1
G,2025-10-15,10,autumn,2,0
A,2025-10-15,11,autumn,2,0
B,2025-10-15,11,autumn,0,0
C,2025-10-15,11,autumn,0,0
D,2025-10-15,11,autumn,0,0
E,2025-10-15,11,autumn,0,0
F,2025-10-15,11,autumn,5,0
G,2025-10-15,11,autumn,0,0
A,2025-10-15,12,autumn,1,0
B,2025-10-15,12,autumn,3,1
C,2025-10-15,12,autumn,0,0
D,2025-10-15,12,autumn,2,0
E,2025-10-15,12,autumn,1,0
F,2025-10-15,12,autumn,1,0
G,2025-10-15,12,autumn,4,1
A,2025-10-15,13,autumn,2,0
B,2025-10-15,13,autumn,4,1
C,2025-10-15,13,autumn,2,0
D,2025-10-15,13,autumn,5,1
E,2025-10-15,13,autumn,2,0
F,2025-10-15,13,autumn,0,0
G,2025-10-15,13,autumn,0,0
A,2025-10-15,14,autumn,2,0
B,2025-10-15,14,autumn,4,1
C,2025-10-15,14,autumn,1,0
D,2025-10-15,14,autumn,0,0
E,2025-10-15,14,autumn,4,1
F,2025-10-15,14,autumn,0,0
G,2025-10-15,14,autumn,0,0
A,2025-10-15,15,autumn,2,0
B,2025-10-15,15,autumn,5,1
C,2025-10-15,15,autumn,0,0
D,2025-10-15,15,autumn,3,1
E,2025-10-15,15,autumn,3,1
F,2025-10-15,15,autumn,0,0
G,2025-10-15,15,autumn,0,0
A,2025-10-15,16,autumn,5,1
B,2025-10-15,16,autumn,4,1
C,2025-10-15,16,autumn,2,0
D,2025-10-15,16,autumn,6,1
E,2025-10-15,16,autumn,3,0
F,2025-10-15,16,autumn,1,0
G,2025-10-15,16,autumn,0,0
A,2025-10-15,17,autumn,1,0
B,2025-10-15,17,autumn,2,0
C,2025-10-15,17,autumn,1,0
D,2025-10-15,17,autumn,3,1
E,2025-10-15,17,autumn,2,0
F,2025-10-15,17,autumn,2,0
G,2025-10-15,17,autumn,4,1
A,2025-10-15,18,autumn,3,0
B,2025-10-15,18,autumn,3,1
C,2025-10-15,18,autumn,2,1
D,2025-10-15,18,autumn,6,1
E,2025-10-15,18,autumn,4,1
F,2025-10-15,18,autumn,4,1
G,2025-10-15,18,autumn,3,1
A,2025-10-15,19,autumn,3,0
B,2025-10-15,19,autumn,3,0
C,2025-10-15,19,autumn,3,0
D,2025-10-15,19,autumn,0,0
E,2025-10-15,19,autumn,4,1
F,2025-10-15,19,autumn,0,0
G,2025-10-15,19,autumn,2,0
A,2025-10-15,20,autumn,3,0
B,2025-10-15,20,autumn,1,0
C,2025-10-15,20,autumn,1,0
D,2025-10-15,20,autumn,3,1
E,2025-10-15,20,autumn,0,0
F,2025-10-15,20,autumn,0,0
G,2025-10-15,20,autumn,1,0
A,2025-10-15,21,autumn,1,0
B,2025-10-15,21,autumn,1,0
C,2025-10-15,21,autumn,0,0
D,2025-10-15,21,autumn,2,1
E,2025-10-15,21,autumn,2,1
F,2025-10-15,21,autumn,0,0
G,2025-10-15,21,autumn,4,1
A,2025-10-15,22,autumn,0,0
B,2025-10-15,22,autumn,0,0
C,2025-10-15,22,autumn,0,0
D,2025-10-15,22,autumn,0,0
E,2025-10-15,22,autumn,0,0
F,2025-10-15,22,autumn,0,0
G,2025-10-15,22,autumn,1,0
A,2025-10-15,23,autumn,0,0
B,2025-10-15,23,autumn,0,0
C,2025-10-15,23,autumn,0,0
D,2025-10-15,23,autumn,0,0
E,2025-10-15,23,autumn,0,0
F,2025-10-15,23,autumn,0,0
G,2025-10-15,23,autumn,0,0
A,2025-10-16,0,autumn,0,0
B,2025-10-16,0,autumn,0,0
C,2025-10-16,0,autumn,0,0
D,2025-10-16,0,autumn,0,0
E,2025-10-16,0,autumn,0,0
F,2025-10-16,0,autumn,0,0
G,2025-10-16,0,autumn,0,0
A,2025-10-16,1,autumn,0,0
B,2025-10-16,1,autumn,0,0
C,2025-10-16,1,autumn,0,0
D,2025-10-16,1,autumn,0,0
E,2025-10-16,1,autumn,0,0
F,2025-10-16,1,autumn,0,0
G,2025-10-16,1,autumn,0,0
A,2025-10-16,2,autumn,0,0
B,2025-10-16,2,autumn,0,0
C,2025-10-16,2,autumn,0,0
D,2025-10-16,2,autumn,0,0
E,2025-10-16,2,autumn,0,0
F,2025-10-16,2,autumn,0,0
G,2025-10-16,2,autumn,1,0
A,2025-10-16,3,autumn,2,1
B,2025-10-16,3,autumn,2,1
C,2025-10-16,3,autumn,0,0
D,2025-10-16,3,autumn,0,0
E,2025-10-16,3,autumn,0,0
F,2025-10-16,3,autumn,0,0
G,2025-10-16,3,autumn,4,1
A,2025-10-16,4,autumn,6,1
B,2025-10-16,4,autumn,5,1
C,2025-10-16,4,autumn,5,1
D,2025-10-16,4,autumn,3,1
E,2025-10-16,4,autumn,2,1
F,2025-10-16,4,autumn,0,0
G,2025-10-16,4,autumn,0,0
A,2025-10-16,5,autumn,0,0
B,2025-10-16,5,autumn,0,0
C,2025-10-16,5,autumn,1,0
D,2025-10-16,5,autumn,0,0
E,2025-10-16,5,autumn,4,1
F,2025-10-16,5,autumn,4,1
G,2025-10-16,5,autumn,1,0
A,2025-10-16,6,autumn,3,1
B,2025-10-16,6,autumn,3,1
C,2025-10-16,6,autumn,1,0
D,2025-10-16,6,autumn,4,1
E,2025-10-16,6,autumn,2,0
F,2025-10-16,6,autumn,4,1
G,2025-10-16,6,autumn,6,1
A,2025-10-16,7,autumn,6,1
B,2025-10-16,7,autumn,7,1
C,2025-10-16,7,autumn,2,0
D,2025-10-16,7,autumn,6,1
E,2025-10-16,7,autumn,3,0
F,2025-10-16,7,autumn,2,0
G,2025-10-16,7,autumn,1,0
A,2025-10-16,8,autumn,2,0
B,2025-10-16,8,autumn,3,1
C,2025-10-16,8,autumn,0,0
D,2025-10-16,8,autumn,0,0
E,2025-10-16,8,autumn,0,0
F,2025-10-16,8,autumn,0,0
G,2025-10-16,8,autumn,0,0
A,2025-10-16,9,autumn,1,0
B,2025-10-16,9,autumn,1,0
C,2025-10-16,9,autumn,0,0
D,2025-10-16,9,autumn,4,1
E,2025-10-16,9,autumn,4,1
F,2025-10-16,9,autumn,0,0
G,2025-10-16,9,autumn,1,0
A,2025-10-16,10,autumn,3,0
B,2025-10-16,10,autumn,2,0
C,2025-10-16,10,autumn,0,0
D,2025-10-16,10,autumn,1,0
E,2025-10-16,10,autumn,0,0
F,2025-10-16,10,autumn,3,1
G,2025-10-16,10,autumn,2,0
A,2025-10-16,11,autumn,2,0
B,2025-10-16,11,autumn,0,0
C,2025-10-16,11,autumn,0,0
D,2025-10-16,11,autumn,0,0
E,2025-10-16,11,autumn,0,0
F,2025-10-16,11,autumn,5,0
G,2025-10-16,11,autumn,0,0
A,2025-10-16,12,autumn,1,0
B,2025-10-16,12,autumn,5,1
C,2025-10-16,12,autumn,0,0
D,2025-10-16,12,autumn,2,0
E,2025-10-16,12,autumn,1,0
F,2025-10-16,12,autumn,1,0
G,2025-10-16,12,autumn,4,1
A,2025-10-16,13,autumn,2,0
B,2025-10-16,13,autumn,5,1
C,2025-10-16,13,autumn,2,0
D,2025-10-16,13,autumn,5,1
E,2025-10-16,13,autumn,2,0
F,2025-10-16,13,autumn,0,0
G,2025-10-16,13,autumn,0,0
A,2025-10-16,14,autumn,2,0
B,2025-10-16,14,autumn,4,1
C,2025-10-16,14,autumn,1,0
D,2025-10-16,14,autumn,0,0
E,2025-10-16,14,autumn,4,1
F,2025-10-16,14,autumn,0,0
G,2025-10-16,14,autumn,0,0
A,2025-10-16,15,autumn,2,0
B,2025-10-16,15,autumn,5,1
C,2025-10-16,15,autumn,0,0
D,2025-10-16,15,autumn,3,1
E,2025-10-16,15,autumn,3,1
F,2025-10-16,15,autumn,0,0
G,2025-10-16,15,autumn,0,0
A,2025-10-16,16,autumn,5,1
B,2025-10-16,16,autumn,4,1
C,2025-10-16,16,autumn,2,0
D,2025-10-16,16,autumn,6,1
E,2025-10-16,16,autumn,3,0
F,2025-10-16,16,autumn,1,0
G,2025-10-16,16,autumn,0,0
A,2025-10-16,17,autumn,1,0
B,2025-10-16,17,autumn,2,0
C,2025-10-16,17,autumn,1,0
D,2025-10-16,17,autumn,3,1
E,2025-10-16,17,autumn,2,0
F,2025-10-16,17,autumn,2,0
G,2025-10-16,17,autumn,4,1
A,2025-10-16,18,autumn,3,0
B,2025-10-16,18,autumn,3,1
C,2025-10-16,18,autumn,2,1
D,2025-10-16,18,autumn,6,1
E,2025-10-16,18,autumn,4,1
F,2025-10-16,18,autumn,4,1
G,2025-10-16,18,autumn,3,1
A,2025-10-16,19,autumn,3,0
B,2025-10-16,19,autumn,3,0
C,2025-10-16,19,autumn,3,0
D,2025-10-16,19,autumn,0,0
E,2025-10-16,19,autumn,4,1
F,2025-10-16,19,autumn,0,0
G,2025-10-16,19,autumn,2,0
A,2025-10-16,20,autumn,3,0
B,2025-10-16,20,autumn,1,0
C,2025-10-16,20,autumn,1,0
D,2025-10-16,20,autumn,3,1
E,2025-10-16,20,autumn,0,0
F,2025-10-16,20,autumn,0,0
G,2025-10-16,20,autumn,1,0
A,2025-10-16,21,autumn,1,0
B,2025-10-16,21,autumn,1,0
C,2025-10-16,21,autumn,0,0
D,2025-10-16,21,autumn,4,1
E,2025-10-16,21,autumn,2,1
F,2025-10-16,21,autumn,0,0
G,2025-10-16,21,autumn,4,1
A,2025-10-16,22,autumn,0,0
B,2025-10-16,22,autumn,0,0
C,2025-10-16,22,autumn,0,0
D,2025-10-16,22,autumn,0,0
E,2025-10-16,22,autumn,0,0
F,2025-10-16,22,autumn,0,0
G,2025-10-16,22,autumn,1,0
A,2025-10-16,23,autumn,0,0
B,2025-10-16,23,autumn,0,0
C,2025-10-16,23,autumn,0,0
D,2025-10-16,23,autumn,0,0
E,2025-10-16,23,autumn,0,0
F,2025-10-16,23,autumn,0,0
G,2025-10-16,23,autumn,0,0
A,2025-10-17,0,autumn,0,0
B,2025-10-17,0,autumn,0,0
C,2025-10-17,0,autumn,0,0
D,2025-10-17,0,autumn,0,0
E,2025-10-17,0,autumn,0,0
F,2025-10-17,0,autumn,0,0
G,2025-10-17,0,autumn,0,0
A,2025-10-17,1,autumn,0,0
B,2025-10-17,1,autumn,0,0
C,2025-10-17,1,autumn,0,0
D,2025-10-17,1,autumn,0,0
E,2025-10-17,1,autumn,0,0
F,2025-10-17,1,autumn,0,0
G,2025-10-17,1,autumn,0,0
A,2025-10-17,2,autumn,0,0
B,2025-10-17,2,autumn,0,0
C,2025-10-17,2,autumn,0,0
D,2025-10-17,2,autumn,0,0
E,2025-10-17,2,autumn,0,0
F,2025-10-17,2,autumn,0,0
G,2025-10-17,2,autumn,1,0
A,2025-10-17,3,autumn,2,1
B,2025-10-17,3,autumn,2,1
C,2025-10-17,3,autumn,0,0
D,2025-10-17,3,autumn,0,0
E,2025-10-17,3,autumn,0,0
F,2025-10-17,3,autumn,0,0
G,2025-10-17,3,autumn,4,1
A,2025-10-17,4,autumn,6,1
B,2025-10-17,4,autumn,4,1
C,2025-10-17,4,autumn,5,1
D,2025-10-17,4,autumn,3,1
E,2025-10-17,4,autumn,2,1
F,2025-10-17,4,autumn,0,0
G,2025-10-17,4,autumn,0,0
A,2025-10-17,5,autumn,0,0
B,2025-10-17,5,autumn,1,0
C,2025-10-17,5,autumn,1,0
D,2025-10-17,5,autumn,0,0
E,2025-10-17,5,autumn,4,1
F,2025-10-17,5,autumn,4,1
G,2025-10-17,5,autumn,1,0
A,2025-10-17,6,autumn,3,1
B,2025-10-17,6,autumn,2,1
C,2025-10-17,6,autumn,1,0
D,2025-10-17,6,autumn,4,1
E,2025-10-17,6,autumn,2,0
F,2025-10-17,6,autumn,4,1
G,2025-10-17,6,autumn,6,1
A,2025-10-17,7,autumn,6,1
B,2025-10-17,7,autumn,7,1
C,2025-10-17,7,autumn,2,0
D,2025-10-17,7,autumn,6,1
E,2025-10-17,7,autumn,3,0
F,2025-10-17,7,autumn,2,0
G,2025-10-17,7,autumn,1,0
A,2025-10-17,8,autumn,2,0
B,2025-10-17,8,autumn,3,1
C,2025-10-17,8,autumn,0,0
D,2025-10-17,8,autumn,0,0
E,2025-10-17,8,autumn,0,0
F,2025-10-17,8,autumn,0,0
G,2025-10-17,8,autumn,0,0
A,2025-10-17,9,autumn,1,0
B,2025-10-17,9,autumn,1,0
C,2025-10-17,9,autumn,0,0
D,2025-10-17,9,autumn,4,1
E,2025-10-17,9,autumn,4,1
F,2025-10-17,9,autumn,0,0
G,2025-10-17,9,autumn,1,0
A,2025-10-17,10,autumn,3,0
B,2025-10-17,10,autumn,2,0
C,2025-10-17,10,autumn,0,0
D,2025-10-17,10,autumn,1,0
E,2025-10-17,10,autumn,0,0
F,2025-10-17,10,autumn,3,1
G,2025-10-17,10,autumn,2,0
A,2025-10-17,11,autumn,2,0
B,2025-10-17,11,autumn,0,0
C,2025-10-17,11,autumn,0,0
D,2025-10-17,11,autumn,0,0
E,2025-10-17,11,autumn,0,0
F,2025-10-17,11,autumn,5,0
G,2025-10-17,11,autumn,0,0
A,2025-10-17,12,autumn,1,0
B,2025-10-17,12,autumn,3,1
C,2025-10-17,12,autumn,0,0
D,2025-10-17,12,autumn,2,0
E,2025-10-17,12,autumn,1,0
F,2025-10-17,12,autumn,1,0
G,2025-10-17,12,autumn,4,1
A,2025-10-17,13,autumn,2,0
B,2025-10-17,13,autumn,6,1
C,2025-10-17,13,autumn,2,0
D,2025-10-17,13,autumn,5,1
E,2025-10-17,13,autumn,2,0
F,2025-10-17,13,autumn,0,0
G,2025-10-17,13,autumn,0,0
A,2025-10-17,14,autumn,2,0
B,2025-10-17,14,autumn,5,1
C,2025-10-17,14,autumn,1,0
D,2025-10-17,14,autumn,0,0
E,2025-10-17,14,autumn,4,1
F,2025-10-17,14,autumn,0,0
G,2025-10-17,14,autumn,0,0
A,2025-10-17,15,autumn,2,0
B,2025-10-17,15,autumn,5,1
C,2025-10-17,15,autumn,0,0
D,2025-10-17,15,autumn,3,1
E,2025-10-17,15,autumn,3,1
F,2025-10-17,15,autumn,0,0
G,2025-10-17,15,autumn,0,0
A,2025-10-17,16,autumn,5,1
B,2025-10-17,16,autumn,4,1
C,2025-10-17,16,autumn,2,0
D,2025-10-17,16,autumn,6,1
E,2025-10-17,16,autumn,3,0
F,2025-10-17,16,autumn,1,0
G,2025-10-17,16,autumn,0,0
A,2025-10-17,17,autumn,1,0
B,2025-10-17,17,autumn,2,0
C,2025-10-17,17,autumn,1,0
D,2025-10-17,17,autumn,3,1
E,2025-10-17,17,autumn,2,0
F,2025-10-17,17,autumn,2,0
G,2025-10-17,17,autumn,4,1
A,2025-10-17,18,autumn,3,0
B,2025-10-17,18,autumn,3,1
C,2025-10-17,18,autumn,2,1
D,2025-10-17,18,autumn,6,1
E,2025-10-17,18,autumn,4,1
F,2025-10-17,18,autumn,4,1
G,2025-10-17,18,autumn,3,1
A,2025-10-17,19,autumn,3,0
B,2025-10-17,19,autumn,2,0
C,2025-10-17,19,autumn,3,0
D,2025-10-17,19,autumn,0,0
E,2025-10-17,19,autumn,4,1
F,2025-10-17,19,autumn,0,0
G,2025-10-17,19,autumn,2,0
A,2025-10-17,20,autumn,3,0
B,2025-10-17,20,autumn,1,0
C,2025-10-17,20,autumn,1,0
D,2025-10-17,20,autumn,3,1
E,2025-10-17,20,autumn,0,0
F,2025-10-17,20,autumn,0,0
G,2025-10-17,20,autumn,1,0
A,2025-10-17,21,autumn,1,0
B,2025-10-17,21,autumn,1,0
C,2025-10-17,21,autumn,0,0
D,2025-10-17,21,autumn,2,1
E,2025-10-17,21,autumn,2,1
F,2025-10-17,21,autumn,0,0
G,2025-10-17,21,autumn,4,1
A,2025-10-17,22,autumn,0,0
B,2025-10-17,22,autumn,0,0
C,2025-10-17,22,autumn,0,0
D,2025-10-17,22,autumn,0,0
E,2025-10-17,22,autumn,0,0
F,2025-10-17,22,autumn,0,0
G,2025-10-17,22,autumn,1,0
A,2025-10-17,23,autumn,0,0
B,2025-10-17,23,autumn,0,0
C,2025-10-17,23,autumn,0,0
D,2025-10-17,23,autumn,0,0
E,2025-10-17,23,autumn,0,0
F,2025-10-17,23,autumn,0,0
G,2025-10-17,23,autumn,0,0
A,2025-10-18,0,autumn,0,0
B,2025-10-18,0,autumn,0,0
C,2025-10-18,0,autumn,0,0
D,2025-10-18,0,autumn,0,0
E,2025-10-18,0,autumn,0,0
F,2025-10-18,0,autumn,0,0
G,2025-10-18,0,autumn,0,0
A,2025-10-18,1,autumn,0,0
B,2025-10-18,1,autumn,0,0
C,2025-10-18,1,autumn,0,0
D,2025-10-18,1,autumn,0,0
E,2025-10-18,1,autumn,0,0
F,2025-10-18,1,autumn,0,0
G,2025-10-18,1,autumn,0,0
A,2025-10-18,2,autumn,0,0
B,2025-10-18,2,autumn,0,0
C,2025-10-18,2,autumn,0,0
D,2025-10-18,2,autumn,0,0
E,2025-10-18,2,autumn,0,0
F,2025-10-18,2,autumn,0,0
G,2025-10-18,2,autumn,0,0
A,2025-10-18,3,autumn,0,0
B,2025-10-18,3,autumn,0,0
C,2025-10-18,3,autumn,0,0
D,2025-10-18,3,autumn,0,0
E,2025-10-18,3,autumn,0,0
F,2025-10-18,3,autumn,0,0
G,2025-10-18,3,autumn,0,0
A,2025-10-18,4,autumn,1,0
B,2025-10-18,4,autumn,0,0
C,2025-10-18,4,autumn,0,0
D,2025-10-18,4,autumn,0,0
E,2025-10-18,4,autumn,0,0
F,2025-10-18,4,autumn,0,0
G,2025-10-18,4,autumn,0,0
A,2025-10-18,5,autumn,2,0
B,2025-10-18,5,autumn,2,1
C,2025-10-18,5,autumn,0,0
D,2025-10-18,5,autumn,0,0
E,2025-10-18,5,autumn,0,0
F,2025-10-18,5,autumn,0,0
G,2025-10-18,5,autumn,0,0
A,2025-10-18,6,autumn,5,1
B,2025-10-18,6,autumn,3,1
C,2025-10-18,6,autumn,0,0
D,2025-10-18,6,autumn,0,0
E,2025-10-18,6,autumn,2,0
F,2025-10-18,6,autumn,0,0
G,2025-10-18,6,autumn,0,0
A,2025-10-18,7,autumn,1,0
B,2025-10-18,7,autumn,1,0
C,2025-10-18,7,autumn,0,0
D,2025-10-18,7,autumn,0,0
E,2025-10-18,7,autumn,3,0
F,2025-10-18,7,autumn,0,0
G,2025-10-18,7,autumn,0,0
A,2025-10-18,8,autumn,4,1
B,2025-10-18,8,autumn,0,0
C,2025-10-18,8,autumn,3,0
D,2025-10-18,8,autumn,2,1
E,2025-10-18,8,autumn,0,0
F,2025-10-18,8,autumn,0,0
G,2025-10-18,8,autumn,0,0
A,2025-10-18,9,autumn,5,1
B,2025-10-18,9,autumn,3,1
C,2025-10-18,9,autumn,1,0
D,2025-10-18,9,autumn,1,0
E,2025-10-18,9,autumn,4,1
F,2025-10-18,9,autumn,0,0
G,2025-10-18,9,autumn,2,0
A,2025-10-18,10,autumn,3,0
B,2025-10-18,10,autumn,4,1
C,2025-10-18,10,autumn,0,0
D,2025-10-18,10,autumn,0,0
E,2025-10-18,10,autumn,1,0
F,2025-10-18,10,autumn,0,0
G,2025-10-18,10,autumn,2,0
A,2025-10-18,11,autumn,2,0
